stop_id,route_id,location_name,lat,lon,stop_type,priority,status,delay_reason,scheduled_date,time_window_start,time_window_end,service_duration_min,cargo_weight_kg,cargo_type,contact_person,notes
STP-101627,R-018,Kurla,18.971083,72.871868,pickup,low,completed,weather,2024-08-03,07:00,17:00,13,113.75,groceries,Sneha Iyer,
STP-101628,R-013,Powai,18.905863,72.839569,delivery,low,delayed,,2025-12-23,16:45,16:45,32,158.6,pharmaceuticals,Priya Patel,
STP-101629,R-013,Powai,19.297981,73.052972,pickup,medium,failed,,2025-11-12,13:30,13:30,11,165.99,groceries,Amit Sharma,
STP-101630,R-011,Powai,19.242801,72.772223,pickup,high,pending,,2024-04-08,18:00,18:00,34,302.38,pharmaceuticals,Amit Sharma,Call before arrival
STP-101631,R-009,Panvel,18.914922,72.77519,delivery,medium,pending,,2025-10-05,15:30,18:15,56,185.77,groceries,Priya Patel,
STP-101632,R-007,Kurla,19.124234,73.040522,warehouse,high,pending,,2024-10-02,18:30,19:00,16,212.14,furniture,Priya Patel,Fragile
STP-101633,R-013,Vashi,19.27934,73.075678,pickup,low,delayed,weather,2024-08-30,10:30,13:15,38,474.12,furniture,Vikram Singh,
STP-101634,R-009,Colaba,19.111299,72.906393,delivery,medium,completed,weather,2024-11-10,20:15,20:15,33,281.64,furniture,Sneha Iyer,
STP-101635,R-015,Panvel,19.145906,72.840418,pickup,medium,delayed,,2025-10-24,21:15,21:15,50,476.41,pharmaceuticals,Rahul Mehta,
STP-101636,R-004,Powai,19.044857,72.797636,delivery,low,failed,,2024-01-23,16:15,20:00,60,297.04,furniture,Priya Patel,
STP-101637,R-018,Vashi,19.14963,73.079496,delivery,low,delayed,,2025-08-02,11:00,22:15,21,327.38,pharmaceuticals,Priya Patel,Leave at doorstep
STP-101638,R-020,Kurla,19.115669,72.902544,delivery,low,completed,customer_unavailable,2024-01-21,10:45,17:30,13,101.8,groceries,Rahul Mehta,
STP-101639,R-004,Borivali,19.067817,73.035828,delivery,medium,completed,,2025-07-29,22:15,22:15,58,490.5,groceries,Amit Sharma,
STP-101640,R-001,Bandra,19.062017,72.908627,pickup,medium,delayed,,2025-10-28,21:45,21:45,49,381.13,pharmaceuticals,Rahul Mehta,
STP-101641,R-003,Colaba,19.178892,72.788753,delivery,low,delayed,,2024-07-08,16:45,20:15,33,463.83,groceries,Vikram Singh,
STP-101642,R-010,Dadar,18.942804,72.816901,pickup,low,failed,,2024-04-21,16:45,16:45,14,360.14,electronics,Amit Sharma,
STP-101643,R-003,Panvel,18.969376,73.024332,warehouse,high,delayed,weather,2025-05-21,22:00,22:00,38,165.34,groceries,Amit Sharma,
STP-101644,R-004,Powai,19.199382,73.040029,pickup,low,completed,vehicle_issue,2024-08-30,08:30,08:30,18,270.89,furniture,Priya Patel,
STP-101645,R-013,Bandra,19.293379,72.953298,warehouse,medium,pending,,2025-03-05,17:15,19:15,35,162.59,groceries,Sneha Iyer,
STP-101646,R-004,Dadar,18.927407,72.812272,delivery,medium,delayed,,2024-12-05,13:15,13:15,48,235.15,pharmaceuticals,Amit Sharma,
STP-101647,R-007,Powai,19.156963,72.89821,pickup,high,delayed,weather,2025-12-23,13:15,13:15,16,321.54,groceries,Priya Patel,Fragile
STP-101648,R-004,Powai,19.09906,72.861051,delivery,medium,pending,vehicle_issue,2024-07-29,11:00,12:30,38,141.02,groceries,Rahul Mehta,Leave at doorstep
STP-101649,R-005,Borivali,19.011556,73.039031,delivery,medium,completed,,2025-03-28,12:15,18:45,11,57.76,electronics,Vikram Singh,
STP-101650,R-007,Vashi,19.108023,72.979086,warehouse,medium,failed,,2024-06-11,06:00,08:45,9,457.83,groceries,Amit Sharma,Fragile
STP-101651,R-011,Vashi,18.968273,72.900716,delivery,low,failed,weather,2024-12-13,16:15,16:15,40,378.82,groceries,Amit Sharma,
STP-101652,R-014,Powai,19.299145,72.908564,warehouse,low,failed,,2024-12-26,15:30,15:30,58,99.91,groceries,Sneha Iyer,Fragile
STP-101653,R-018,Andheri,18.985901,72.950589,pickup,medium,completed,,2024-08-14,22:45,22:45,9,353.19,groceries,Rahul Mehta,Urgent delivery
STP-101654,R-009,Panvel,19.027285,72.773515,warehouse,high,delayed,,2024-09-13,11:00,11:00,15,282.52,electronics,Rahul Mehta,Leave at doorstep
STP-101655,R-008,Powai,18.911434,72.845477,delivery,low,delayed,,2025-09-10,12:30,12:30,20,361.98,electronics,Amit Sharma,
STP-101656,R-003,Borivali,19.199903,72.839058,pickup,medium,completed,,2024-11-04,07:30,17:15,21,338.17,furniture,Vikram Singh,
STP-101657,R-016,Panvel,19.215694,72.876721,delivery,high,completed,,2024-08-08,10:15,11:00,36,361.48,pharmaceuticals,Amit Sharma,Urgent delivery
STP-101658,R-006,Vashi,19.223659,73.009727,warehouse,high,pending,,2025-05-10,06:45,18:00,22,353.21,electronics,Vikram Singh,Leave at doorstep
STP-101659,R-003,Bandra,19.273237,72.777129,pickup,medium,completed,weather,2025-06-20,08:30,12:00,47,238.19,furniture,Priya Patel,Handle with care
STP-101660,R-010,Colaba,18.976565,72.826575,warehouse,low,pending,weather,2025-02-10,19:30,22:45,19,33.19,groceries,Sneha Iyer,
STP-101661,R-015,Thane,19.174501,72.874001,delivery,high,failed,weather,2025-07-10,18:30,18:30,47,245.66,groceries,Sneha Iyer,
STP-101662,R-002,Thane,18.919552,72.939324,warehouse,medium,pending,,2025-03-10,19:30,21:30,45,215.9,furniture,Amit Sharma,Handle with care
STP-101663,R-019,Andheri,19.125532,72.78934,warehouse,medium,completed,,2024-05-04,16:00,19:45,46,148.11,pharmaceuticals,Sneha Iyer,Urgent delivery
STP-101664,R-020,Andheri,19.030219,72.776627,pickup,low,delayed,vehicle_issue,2025-01-24,12:15,22:15,38,41.52,groceries,Amit Sharma,
STP-101665,R-002,Borivali,19.086994,72.83741,warehouse,high,pending,,2024-12-30,11:15,11:30,10,395.57,pharmaceuticals,Sneha Iyer,
STP-101666,R-012,Dadar,18.931094,72.950583,delivery,high,delayed,,2025-10-03,16:00,22:30,53,67.51,furniture,Sneha Iyer,
STP-101667,R-003,Kurla,19.1967,72.991544,delivery,low,completed,customer_unavailable,2024-10-08,17:00,17:00,33,389.13,pharmaceuticals,Amit Sharma,Fragile
STP-101668,R-015,Thane,19.163675,73.012536,warehouse,medium,completed,,2024-05-18,18:00,18:00,44,148.57,electronics,Sneha Iyer,Fragile
STP-101669,R-009,Dadar,19.006742,72.976807,warehouse,low,failed,,2025-04-17,09:00,11:15,39,495.45,pharmaceuticals,Amit Sharma,Leave at doorstep
STP-101670,R-001,Borivali,18.950192,72.799051,warehouse,medium,delayed,,2025-05-26,19:30,20:30,54,107.28,groceries,Vikram Singh,Handle with care
STP-101671,R-013,Kurla,19.15506,72.991141,pickup,high,pending,vehicle_issue,2025-10-03,10:45,10:45,19,280.41,pharmaceuticals,Rahul Mehta,
STP-101672,R-012,Bandra,19.262072,72.991993,warehouse,high,completed,weather,2024-03-13,07:00,07:00,7,187.68,groceries,Vikram Singh,Leave at doorstep
STP-101673,R-014,Panvel,19.267981,72.95892,pickup,medium,completed,,2024-08-06,13:45,13:45,54,72.06,furniture,Priya Patel,
STP-101674,R-005,Panvel,19.192909,73.002417,warehouse,high,delayed,,2025-09-07,12:15,21:15,25,180.39,electronics,Amit Sharma,Urgent delivery
STP-101675,R-014,Bandra,19.166145,72.782138,delivery,medium,failed,weather,2025-08-27,07:30,22:00,56,377.02,electronics,Sneha Iyer,
STP-101676,R-007,Powai,18.918929,72.806928,delivery,low,delayed,customer_unavailable,2025-01-19,18:45,18:45,11,252.68,electronics,Sneha Iyer,
STP-101677,R-019,Colaba,18.899158,72.844016,warehouse,medium,pending,,2024-05-04,19:30,19:30,31,341.26,electronics,Vikram Singh,
STP-101678,R-020,Borivali,19.20242,72.952148,delivery,medium,pending,vehicle_issue,2025-03-16,22:45,22:45,35,92.24,groceries,Vikram Singh,Urgent delivery
STP-101679,R-013,Colaba,19.10932,72.90332,delivery,medium,delayed,,2025-08-18,14:45,14:45,17,202.41,pharmaceuticals,Vikram Singh,Handle with care
STP-101680,R-016,Vashi,19.218086,72.859275,warehouse,high,failed,,2025-01-29,19:45,19:45,11,443.17,electronics,Vikram Singh,Leave at doorstep
STP-101681,R-011,Andheri,19.106381,73.030208,warehouse,high,pending,,2025-08-21,21:30,21:30,17,267.21,pharmaceuticals,Vikram Singh,Call before arrival
STP-101682,R-012,Panvel,19.28873,72.862467,pickup,high,delayed,,2024-09-26,18:00,18:00,19,136.23,pharmaceuticals,Amit Sharma,Urgent delivery
STP-101683,R-002,Borivali,18.900376,72.860336,delivery,low,completed,,2024-06-20,14:45,14:45,13,180.37,groceries,Priya Patel,
STP-101684,R-004,Bandra,18.917486,72.93507,delivery,high,completed,,2024-10-09,20:30,20:30,60,413.82,electronics,Vikram Singh,Urgent delivery
STP-101685,R-013,Colaba,18.900765,73.013366,pickup,high,completed,,2025-02-27,17:30,17:30,24,341.76,electronics,Priya Patel,Fragile
STP-101686,R-004,Colaba,19.011739,72.874565,delivery,low,delayed,,2024-06-17,11:30,14:00,32,460.04,furniture,Amit Sharma,Urgent delivery
STP-101687,R-020,Powai,19.242561,72.878806,pickup,medium,pending,,2025-03-12,13:15,16:00,45,112.21,groceries,Amit Sharma,
STP-101688,R-019,Thane,18.992302,73.047392,pickup,medium,completed,,2025-07-07,09:15,16:00,55,381.25,furniture,Priya Patel,
STP-101689,R-007,Powai,19.004235,72.777743,delivery,low,failed,,2024-05-24,11:45,21:00,47,163.35,pharmaceuticals,Sneha Iyer,
STP-101690,R-011,Kurla,19.293174,72.841317,pickup,high,failed,,2024-07-29,10:15,15:00,50,201.86,furniture,Vikram Singh,Leave at doorstep
STP-101691,R-007,Colaba,18.99688,73.00647,pickup,low,pending,,2025-10-01,18:15,18:15,54,385.42,furniture,Vikram Singh,
STP-101692,R-002,Dadar,19.015002,72.948043,pickup,low,delayed,,2025-09-25,15:15,15:15,17,67.6,furniture,Vikram Singh,
STP-101693,R-012,Vashi,19.216933,73.015131,warehouse,high,delayed,,2024-11-25,14:45,15:00,17,177.75,pharmaceuticals,Vikram Singh,
STP-101694,R-019,Borivali,19.072179,73.04557,pickup,low,completed,,2024-09-29,18:00,18:00,32,217.08,furniture,Vikram Singh,
STP-101695,R-001,Panvel,19.07874,73.077777,pickup,medium,failed,,2024-11-01,09:15,12:30,13,164.99,pharmaceuticals,Amit Sharma,Fragile
STP-101696,R-016,Borivali,19.260337,72.879701,warehouse,high,delayed,,2025-05-22,06:15,07:15,38,263.63,pharmaceuticals,Priya Patel,
STP-101697,R-010,Vashi,19.074458,72.927348,delivery,high,failed,,2025-10-08,10:15,16:15,18,183.2,furniture,Priya Patel,
STP-101698,R-017,Panvel,18.922177,72.812321,warehouse,low,pending,,2024-08-10,21:45,21:45,54,91.5,furniture,Priya Patel,Fragile
STP-101699,R-014,Panvel,19.161783,73.074611,pickup,medium,completed,,2024-02-04,22:00,22:00,18,453.86,pharmaceuticals,Rahul Mehta,Leave at doorstep
STP-101700,R-007,Dadar,19.219259,73.004881,pickup,high,completed,,2025-12-23,15:15,16:45,26,62.18,groceries,Rahul Mehta,
STP-101701,R-009,Bandra,19.295058,73.007278,delivery,low,failed,,2024-02-24,09:15,20:00,7,263.65,pharmaceuticals,Vikram Singh,Urgent delivery
STP-101702,R-014,Thane,18.942228,72.863038,delivery,low,failed,,2024-08-17,10:15,13:30,19,72.85,electronics,Rahul Mehta,Urgent delivery
STP-101703,R-009,Dadar,19.204948,72.931172,pickup,low,pending,,2024-09-07,14:15,21:15,44,355.93,furniture,Sneha Iyer,
STP-101704,R-005,Dadar,19.262434,73.060951,warehouse,low,failed,vehicle_issue,2024-11-16,19:30,22:00,9,186.04,electronics,Rahul Mehta,
STP-101705,R-019,Thane,19.205495,72.946147,warehouse,medium,failed,,2025-10-26,12:30,12:30,29,399.51,groceries,Sneha Iyer,
STP-101706,R-013,Panvel,19.215773,72.8449,delivery,medium,failed,,2024-05-29,13:00,13:00,33,318.04,furniture,Sneha Iyer,Fragile
STP-101707,R-010,Panvel,19.072622,72.793071,pickup,high,delayed,traffic,2025-08-13,16:30,21:15,36,438.4,furniture,Priya Patel,Call before arrival
STP-101708,R-012,Panvel,19.114745,72.975007,delivery,low,pending,,2024-06-19,19:30,19:30,32,188.25,furniture,Amit Sharma,Handle with care
STP-101709,R-003,Andheri,19.232192,72.866597,delivery,medium,failed,,2024-01-27,21:00,21:00,15,376.48,furniture,Sneha Iyer,Call before arrival
STP-101710,R-001,Bandra,19.23343,73.079253,pickup,low,delayed,customer_unavailable,2024-11-03,13:45,13:45,39,93.87,furniture,Rahul Mehta,Urgent delivery
STP-101711,R-007,Andheri,19.228827,73.067414,delivery,low,failed,customer_unavailable,2024-07-21,09:30,19:30,38,484.46,furniture,Sneha Iyer,Urgent delivery
STP-101712,R-017,Powai,19.04047,72.854707,delivery,high,failed,,2024-07-27,19:30,19:30,23,216.85,groceries,Rahul Mehta,Fragile
STP-101713,R-002,Panvel,19.098373,72.78018,pickup,medium,completed,,2024-10-11,11:45,11:45,32,31.76,groceries,Sneha Iyer,
STP-101714,R-014,Borivali,19.272287,72.792846,warehouse,low,failed,,2024-09-22,16:00,19:00,13,376.43,furniture,Vikram Singh,Call before arrival
STP-101715,R-014,Powai,19.242068,72.79235,warehouse,low,pending,weather,2025-04-15,13:45,17:00,13,249.4,furniture,Priya Patel,Fragile
STP-101716,R-004,Panvel,19.06926,73.050988,warehouse,high,pending,,2025-02-07,17:45,19:00,13,432.85,pharmaceuticals,Rahul Mehta,Fragile
STP-101717,R-014,Andheri,19.137186,72.904452,delivery,medium,completed,,2024-07-01,07:15,10:30,19,69.97,pharmaceuticals,Amit Sharma,Handle with care
STP-101718,R-020,Powai,19.164547,72.991427,pickup,high,completed,,2025-12-23,14:15,14:15,58,55.12,pharmaceuticals,Amit Sharma,Call before arrival
STP-101719,R-004,Vashi,19.097822,72.773853,delivery,medium,pending,,2024-09-19,16:30,16:30,38,289.49,furniture,Rahul Mehta,Urgent delivery
STP-101720,R-019,Colaba,19.298958,73.00028,warehouse,high,completed,,2025-07-05,07:45,16:15,35,359.23,electronics,Sneha Iyer,Call before arrival
STP-101721,R-014,Borivali,19.258832,72.968386,pickup,medium,delayed,traffic,2025-06-20,12:45,12:45,60,139.77,groceries,Sneha Iyer,
STP-101722,R-013,Thane,19.045283,72.922855,delivery,medium,delayed,,2025-03-12,19:00,19:00,29,448.56,groceries,Rahul Mehta,Handle with care
STP-101723,R-018,Thane,18.993505,72.986027,delivery,low,pending,traffic,2024-12-10,17:45,21:15,8,197.17,groceries,Vikram Singh,Leave at doorstep
STP-101724,R-016,Bandra,19.091418,72.948756,delivery,low,failed,,2025-03-31,22:30,22:30,33,19.47,groceries,Vikram Singh,Urgent delivery
STP-101725,R-014,Thane,19.121704,72.99353,pickup,high,completed,,2024-05-28,21:30,21:30,32,344.92,furniture,Rahul Mehta,
STP-101726,R-008,Colaba,19.260124,72.892614,warehouse,low,completed,,2025-05-31,16:30,16:30,42,393.17,furniture,Amit Sharma,
STP-101727,R-014,Panvel,19.053243,72.903031,warehouse,high,delayed,,2025-11-19,22:30,22:30,21,79.6,groceries,Sneha Iyer,
STP-101728,R-020,Powai,19.222582,72.878559,warehouse,medium,delayed,traffic,2025-12-26,16:30,16:30,28,444.06,pharmaceuticals,Rahul Mehta,
STP-101729,R-014,Thane,19.095838,73.037402,warehouse,high,delayed,,2025-01-08,14:00,14:15,17,355.79,pharmaceuticals,Rahul Mehta,
STP-101730,R-001,Dadar,19.22705,72.923571,warehouse,medium,completed,,2024-10-30,20:15,20:15,25,236.82,furniture,Amit Sharma,
STP-101731,R-001,Bandra,18.963953,73.06263,delivery,low,failed,,2025-07-08,08:15,11:30,30,186.28,pharmaceuticals,Amit Sharma,Handle with care
STP-101732,R-004,Colaba,18.967992,72.866689,delivery,medium,delayed,weather,2025-12-11,18:30,18:30,18,149.52,furniture,Amit Sharma,
STP-101733,R-012,Dadar,19.150201,72.830798,pickup,low,delayed,,2024-03-28,08:15,08:15,40,386.45,pharmaceuticals,Priya Patel,
STP-101734,R-008,Colaba,18.906724,73.047228,warehouse,high,completed,traffic,2025-02-25,07:15,08:15,47,431.3,pharmaceuticals,Priya Patel,Call before arrival
STP-101735,R-010,Kurla,19.230265,73.024489,warehouse,high,failed,traffic,2025-06-10,14:30,18:45,26,388.76,pharmaceuticals,Amit Sharma,
STP-101736,R-011,Bandra,19.278319,73.053423,pickup,high,completed,,2024-12-07,16:30,16:30,12,364.31,groceries,Sneha Iyer,
STP-101737,R-009,Dadar,19.038092,72.82798,warehouse,high,failed,customer_unavailable,2024-04-04,10:30,10:30,19,401.39,furniture,Vikram Singh,Fragile
STP-101738,R-013,Powai,18.927129,72.836457,warehouse,medium,delayed,,2024-06-28,16:30,20:15,35,379.33,groceries,Vikram Singh,Fragile
STP-101739,R-020,Bandra,19.271241,72.873123,pickup,medium,failed,,2024-02-26,13:15,13:15,35,452.37,pharmaceuticals,Rahul Mehta,
STP-101740,R-007,Andheri,19.25007,72.947321,pickup,high,delayed,vehicle_issue,2024-09-28,20:15,20:15,30,267.4,electronics,Sneha Iyer,
STP-101741,R-010,Andheri,19.174711,72.861419,warehouse,low,completed,,2025-05-10,15:45,20:00,21,377.21,pharmaceuticals,Rahul Mehta,Fragile
STP-101742,R-018,Kurla,19.270509,73.075751,delivery,low,delayed,,2024-11-09,21:30,21:30,40,157.19,electronics,Vikram Singh,
STP-101743,R-003,Dadar,19.111424,72.989116,delivery,medium,delayed,,2025-03-16,11:45,11:45,32,319.28,pharmaceuticals,Rahul Mehta,
STP-101744,R-014,Borivali,19.069142,72.890526,delivery,low,delayed,customer_unavailable,2024-11-15,16:00,19:45,55,175.68,groceries,Amit Sharma,Handle with care
STP-101745,R-005,Powai,19.112524,73.085731,delivery,medium,delayed,,2024-12-15,16:45,16:45,14,146.06,furniture,Sneha Iyer,Handle with care
STP-101746,R-011,Powai,19.23027,72.848256,delivery,medium,completed,traffic,2024-05-25,08:00,10:15,46,99.9,electronics,Sneha Iyer,
STP-101747,R-018,Andheri,19.127212,72.962014,pickup,low,pending,,2024-01-21,13:15,13:15,59,70.91,electronics,Sneha Iyer,Call before arrival
STP-101748,R-019,Colaba,19.255693,72.955711,delivery,low,pending,,2024-05-02,14:45,14:45,7,164.45,groceries,Vikram Singh,Fragile
STP-101749,R-012,Andheri,19.190746,73.093585,delivery,medium,failed,,2025-05-15,19:30,19:30,30,143.39,electronics,Sneha Iyer,Urgent delivery
STP-101750,R-006,Borivali,19.09216,72.869737,delivery,medium,pending,vehicle_issue,2025-01-26,13:30,20:45,19,490.48,furniture,Priya Patel,Fragile
STP-101751,R-008,Colaba,18.905711,73.016661,delivery,medium,completed,,2025-01-15,12:45,18:45,13,153.74,furniture,Vikram Singh,
STP-101752,R-015,Vashi,19.134327,72.915846,delivery,medium,completed,,2025-08-23,10:45,18:00,15,337.62,furniture,Rahul Mehta,
STP-101753,R-002,Andheri,19.011369,73.0071,delivery,low,pending,,2024-04-13,07:30,07:45,35,359.37,electronics,Amit Sharma,
STP-101754,R-014,Panvel,19.044872,73.062383,delivery,low,pending,weather,2024-06-19,13:15,13:15,24,406.36,pharmaceuticals,Amit Sharma,Fragile
STP-101755,R-013,Kurla,19.153262,72.795912,warehouse,medium,failed,,2025-03-29,11:45,20:15,38,485.7,furniture,Vikram Singh,
STP-101756,R-015,Colaba,18.97443,72.928889,pickup,low,delayed,,2024-11-21,09:00,09:00,14,219.76,groceries,Sneha Iyer,
STP-101757,R-011,Andheri,19.282205,72.99954,warehouse,medium,failed,,2025-03-30,21:00,21:00,22,377.38,groceries,Sneha Iyer,
STP-101758,R-009,Colaba,19.127482,72.911318,warehouse,high,failed,customer_unavailable,2024-06-01,18:30,21:30,9,280.26,pharmaceuticals,Priya Patel,
STP-101759,R-016,Colaba,18.923371,72.905793,warehouse,high,completed,,2025-09-17,09:45,20:30,9,123.42,electronics,Rahul Mehta,
STP-101760,R-004,Panvel,18.890615,73.068003,pickup,low,delayed,,2024-01-17,13:45,16:30,31,340.11,pharmaceuticals,Rahul Mehta,Fragile
STP-101761,R-005,Panvel,19.114482,73.07703,warehouse,medium,completed,,2024-10-13,20:45,20:45,42,236.25,groceries,Rahul Mehta,
STP-101762,R-004,Panvel,19.213911,72.792484,delivery,medium,completed,,2025-09-03,15:45,15:45,48,88.87,pharmaceuticals,Rahul Mehta,Call before arrival
STP-101763,R-017,Vashi,19.295463,73.001869,warehouse,high,pending,traffic,2025-02-09,09:00,18:15,42,439.29,pharmaceuticals,Priya Patel,
STP-101764,R-019,Dadar,18.995392,73.030256,pickup,medium,completed,,2025-11-30,12:45,16:30,46,157.81,pharmaceuticals,Priya Patel,Fragile
STP-101765,R-018,Dadar,19.282336,72.924771,pickup,high,delayed,traffic,2024-03-26,06:00,12:45,35,494.91,furniture,Priya Patel,
STP-101766,R-010,Bandra,19.268275,73.075628,delivery,medium,failed,traffic,2024-02-22,18:30,18:30,8,333.37,electronics,Rahul Mehta,
STP-101767,R-018,Thane,18.969406,72.864098,warehouse,medium,pending,,2024-11-12,09:15,21:30,50,335.46,pharmaceuticals,Vikram Singh,
STP-101768,R-006,Vashi,19.005968,73.081195,delivery,high,delayed,,2024-07-19,08:45,17:15,19,68.72,groceries,Sneha Iyer,
STP-101769,R-009,Borivali,19.162992,72.869099,pickup,high,delayed,,2025-01-05,09:30,20:00,9,248.38,electronics,Rahul Mehta,Leave at doorstep
STP-101770,R-020,Colaba,19.260171,72.869729,delivery,high,pending,,2025-06-23,21:00,21:00,47,439.54,groceries,Rahul Mehta,
STP-101771,R-017,Andheri,19.059394,72.817419,pickup,low,completed,vehicle_issue,2025-09-14,20:30,20:30,27,450.26,electronics,Vikram Singh,Urgent delivery
STP-101772,R-006,Colaba,19.230639,72.824475,warehouse,medium,pending,,2025-11-20,18:15,19:15,42,418.44,electronics,Vikram Singh,
STP-101773,R-013,Powai,19.062636,72.7708,warehouse,high,delayed,,2024-12-01,08:45,18:15,11,12.92,groceries,Priya Patel,Leave at doorstep
STP-101774,R-001,Panvel,19.04845,73.06971,delivery,low,completed,,2024-04-29,10:45,20:00,45,239.61,furniture,Vikram Singh,Fragile
STP-101775,R-013,Colaba,18.926999,73.001328,delivery,high,delayed,,2024-09-23,08:00,11:15,51,68.29,groceries,Sneha Iyer,
STP-101776,R-020,Vashi,19.230366,72.830519,pickup,high,pending,vehicle_issue,2024-04-08,15:15,19:00,52,340.77,furniture,Priya Patel,Call before arrival
STP-101777,R-009,Thane,19.123413,72.862536,delivery,high,failed,,2024-03-14,18:15,18:15,8,39.7,furniture,Priya Patel,
STP-101778,R-006,Borivali,19.13067,73.004421,warehouse,high,completed,,2024-07-02,22:45,22:45,7,283.81,pharmaceuticals,Sneha Iyer,
STP-101779,R-019,Bandra,19.169788,72.952109,delivery,medium,pending,,2024-06-24,10:30,14:30,41,48.07,electronics,Rahul Mehta,Call before arrival
STP-101780,R-013,Powai,19.146156,72.790201,delivery,medium,completed,,2024-11-17,08:30,18:45,15,406.3,furniture,Rahul Mehta,Fragile
STP-101781,R-010,Panvel,19.187845,73.036236,delivery,high,failed,,2024-09-03,12:00,12:00,37,14.56,groceries,Amit Sharma,Fragile
STP-101782,R-005,Dadar,18.922068,72.876071,delivery,medium,completed,,2025-12-09,17:30,17:45,16,23.91,groceries,Sneha Iyer,
STP-101783,R-008,Panvel,19.27061,73.036788,warehouse,high,delayed,traffic,2025-11-16,19:30,22:45,47,168.25,groceries,Vikram Singh,Fragile
STP-101784,R-010,Thane,19.260682,72.907153,delivery,low,pending,,2025-06-20,07:45,17:30,53,477.76,pharmaceuticals,Sneha Iyer,Urgent delivery
STP-101785,R-011,Andheri,19.280186,72.772333,delivery,medium,failed,,2025-10-30,12:15,17:15,23,446.29,furniture,Vikram Singh,
STP-101786,R-010,Powai,19.171711,72.819292,warehouse,high,completed,,2024-05-13,08:15,09:30,32,36.37,groceries,Priya Patel,Fragile
STP-101787,R-011,Colaba,18.909484,72.935002,warehouse,high,pending,customer_unavailable,2024-09-10,18:45,18:45,24,17.58,furniture,Vikram Singh,
STP-101788,R-010,Vashi,19.191269,72.893925,delivery,low,failed,vehicle_issue,2025-07-29,12:00,18:15,44,72.06,furniture,Rahul Mehta,
STP-101789,R-009,Vashi,19.048808,72.830261,delivery,low,pending,,2025-10-08,07:00,15:30,39,393.46,electronics,Vikram Singh,
STP-101790,R-006,Thane,18.90432,73.098651,warehouse,low,completed,weather,2025-09-25,22:15,22:15,25,140.67,pharmaceuticals,Vikram Singh,Call before arrival
STP-101791,R-006,Colaba,19.103804,73.021244,warehouse,low,pending,customer_unavailable,2024-02-25,18:45,18:45,57,96.25,electronics,Priya Patel,Urgent delivery
STP-101792,R-005,Borivali,19.004727,72.971246,pickup,high,failed,vehicle_issue,2025-11-17,17:15,17:15,29,357.19,groceries,Priya Patel,Call before arrival
STP-101793,R-014,Colaba,19.023213,72.893673,warehouse,high,pending,,2025-01-12,21:45,21:45,18,496.03,furniture,Sneha Iyer,Urgent delivery
STP-101794,R-008,Thane,18.916586,72.821511,warehouse,high,completed,,2025-06-07,15:30,19:00,24,248.98,groceries,Vikram Singh,
STP-101795,R-015,Vashi,19.227323,73.006168,pickup,medium,pending,,2025-09-11,06:00,21:45,16,332.91,groceries,Priya Patel,Urgent delivery
STP-101796,R-019,Thane,19.251185,72.946176,warehouse,medium,completed,,2024-01-16,17:15,17:15,19,489.8,electronics,Amit Sharma,
STP-101797,R-015,Powai,19.126342,72.938379,pickup,high,delayed,,2025-03-15,21:45,21:45,36,248.74,pharmaceuticals,Amit Sharma,Call before arrival
STP-101798,R-002,Andheri,19.224465,72.983628,pickup,high,failed,traffic,2025-02-08,20:30,20:30,43,266.8,groceries,Amit Sharma,Urgent delivery
STP-101799,R-019,Vashi,19.23753,72.811104,pickup,high,pending,,2024-05-02,16:15,21:30,12,264.7,furniture,Sneha Iyer,Handle with care
STP-101800,R-018,Panvel,19.031614,72.864664,pickup,high,completed,,2025-01-31,12:45,13:45,47,91.29,furniture,Sneha Iyer,Call before arrival
STP-101801,R-010,Colaba,19.031477,72.798705,delivery,low,delayed,,2025-08-30,07:00,10:45,58,403.6,pharmaceuticals,Amit Sharma,Fragile
STP-101802,R-016,Thane,19.288072,72.894838,pickup,high,failed,,2025-11-09,17:45,17:45,42,276.96,furniture,Priya Patel,Urgent delivery
STP-101803,R-008,Panvel,19.152667,72.924096,delivery,high,failed,,2024-11-18,07:15,10:15,57,282.03,electronics,Amit Sharma,Call before arrival
STP-101804,R-014,Vashi,18.933135,73.083831,delivery,low,failed,,2025-01-28,13:30,21:45,22,261.95,furniture,Priya Patel,
STP-101805,R-016,Andheri,19.229595,72.830475,delivery,high,failed,customer_unavailable,2024-06-19,15:30,15:30,22,314.09,groceries,Sneha Iyer,
STP-101806,R-013,Powai,19.265441,72.926493,warehouse,low,delayed,,2024-11-25,20:15,20:15,60,283.31,groceries,Rahul Mehta,
STP-101807,R-011,Panvel,19.078,72.869548,pickup,low,pending,,2025-08-16,13:00,14:00,54,45.17,groceries,Rahul Mehta,
STP-101808,R-006,Colaba,19.117449,72.908476,warehouse,low,pending,,2025-03-08,14:45,14:45,57,253.92,electronics,Vikram Singh,
STP-101809,R-007,Bandra,19.140147,72.993232,warehouse,medium,failed,weather,2024-08-16,19:15,19:15,38,312.23,pharmaceuticals,Priya Patel,
STP-101810,R-002,Kurla,19.250689,72.944415,delivery,high,failed,,2025-12-10,07:45,07:45,15,115.89,groceries,Priya Patel,Urgent delivery
