stop_id,route_id,location_name,lat,lon,stop_type,priority,status,delay_reason,scheduled_date,time_window_start,time_window_end,service_duration_min,cargo_weight_kg,cargo_type,contact_person,notes
STP-000962,RT-176,Ambattur Industrial,13.0978,80.1609,Meeting,Medium,On Time,,2024-02-21,2024-02-21 14:30,2024-02-21 17:00,45,0,Perishables,Anil Sharma,Parking available
STP-000963,RT-176,HITEC City Warehouse,17.4435,78.3772,Meeting,High,Scheduled,,2024-01-29,2024-01-29 14:00,2024-01-29 17:00,45,0,Electronics,Santosh Reddy,Parking available
STP-000964,RT-176,Uppal Distribution,17.4062,78.5604,Delivery,Medium,Scheduled,,2024-01-12,2024-01-12 07:30,2024-01-12 10:30,15,1142,Electronics,Arjun Verma,Call 30 min before arrival
STP-000965,RT-176,Chennai Port Logistics,13.0967,80.29,Pickup,Medium,On Time,,2024-03-09,2024-03-09 10:30,2024-03-09 12:00,10,340,Pharmaceuticals,Priya Nair,
STP-000966,RT-176,Patancheru Depot,17.5334,78.2636,Delivery,Low,Scheduled,,2024-01-03,2024-01-03 07:00,2024-01-03 09:30,15,96,FMCG,Vinod Yadav,High security zone
STP-000967,RT-176,Shamshabad Cargo,17.2403,78.4294,Delivery,Medium,Delayed,Vehicle breakdown,2024-02-04,2024-02-04 10:00,2024-02-04 12:30,15,1685,Perishables,Amit Tiwari,High security zone
STP-000968,RT-176,Sriperumbudur Hub,12.9674,79.9482,Customs,High,Delayed,Driver illness,2024-01-02,2024-01-02 13:00,2024-01-02 15:00,60,0,Auto Parts,Anil Sharma,High security zone
STP-000969,RT-176,Madhavaram Depot,13.1499,80.2318,Warehouse,Medium,On Time,,2024-02-05,2024-02-05 07:30,2024-02-05 10:00,30,1995,Perishables,Santosh Reddy,
STP-000970,RT-177,Peenya Industrial Depot,13.0283,77.518,Rest,Medium,Delayed,Weather delay,2024-02-17,2024-02-17 10:30,2024-02-17 13:00,20,0,FMCG,Ravi Krishnan,Gate closes at 17:00
STP-000971,RT-177,Noida Distribution Center,28.5355,77.391,Delivery,High,On Time,,2024-02-01,2024-02-01 14:00,2024-02-01 18:00,15,1726,Auto Parts,Manish Gupta,Temperature controlled
STP-000972,RT-177,Chennai Port Logistics,13.0967,80.29,Delivery,Medium,On Time,,2024-02-13,2024-02-13 13:00,2024-02-13 16:00,15,1167,Textiles,Deepak Mehta,Call 30 min before arrival
STP-000973,RT-177,Bhiwandi Mega Depot,19.2979,73.0586,Delivery,Medium,On Time,,2024-03-04,2024-03-04 14:30,2024-03-04 18:00,15,1461,Auto Parts,Manish Gupta,Gate closes at 17:00
STP-000974,RT-177,Pimpri Depot,18.6298,73.7997,Customs,Medium,On Time,,2024-01-17,2024-01-17 08:00,2024-01-17 11:00,60,0,Electronics,Rajesh Singh,Temperature controlled
STP-000975,RT-177,Bommanahalli Pickup,12.9133,77.6398,Pickup,Low,On Time,,2024-03-04,2024-03-04 07:00,2024-03-04 10:30,10,1800,Textiles,Deepak Mehta,
STP-000976,RT-177,Kolkata Dock Logistics,22.5726,88.3639,Delivery,High,Delayed,Weather delay,2024-03-27,2024-03-27 11:30,2024-03-27 15:30,15,1164,Perishables,Rajesh Singh,Requires forklift
STP-000977,RT-177,Gurgaon Logistics Park,28.4595,77.0266,Delivery,Medium,On Time,,2024-03-18,2024-03-18 12:30,2024-03-18 16:30,15,1927,Pharmaceuticals,Amit Tiwari,Requires forklift
STP-000978,RT-177,Madhavaram Depot,13.1499,80.2318,Delivery,Low,On Time,,2024-02-10,2024-02-10 14:30,2024-02-10 16:00,15,147,Electronics,Vinod Yadav,Temperature controlled
STP-000979,RT-177,Aurangabad Hub,19.8762,75.3433,Delivery,High,Delayed,Traffic congestion,2024-01-13,2024-01-13 14:00,2024-01-13 17:30,15,727,Perishables,Manish Gupta,Temperature controlled
STP-000980,RT-177,Chandigarh Distribution,30.7333,76.7794,Delivery,High,On Time,,2024-02-06,2024-02-06 10:30,2024-02-06 13:30,15,1580,Auto Parts,Amit Tiwari,High security zone
STP-000981,RT-177,Shamshabad Cargo,17.2403,78.4294,Meeting,Medium,Delayed,Weather delay,2024-03-16,2024-03-16 10:00,2024-03-16 12:00,45,0,FMCG,Vinod Yadav,Gate closes at 17:00
STP-000982,RT-177,Patancheru Depot,17.5334,78.2636,Delivery,Medium,On Time,,2024-03-14,2024-03-14 13:30,2024-03-14 16:30,15,15,Documents,Anil Sharma,Temperature controlled
STP-000983,RT-177,Lonavala Transit Stop,18.7515,73.4061,Delivery,Low,On Time,,2024-01-22,2024-01-22 09:30,2024-01-22 11:00,15,1844,Electronics,Rajesh Singh,
STP-000984,RT-177,Nashik Depot,19.9975,73.7898,Pickup,Medium,On Time,,2024-01-16,2024-01-16 11:00,2024-01-16 15:30,10,799,Perishables,Kavita Joshi,Parking available
STP-000985,RT-177,Andheri Distribution Hub,19.1196,72.8464,Delivery,Medium,Delayed,Driver illness,2024-01-28,2024-01-28 08:00,2024-01-28 12:30,15,905,Textiles,Kavita Joshi,
STP-000986,RT-177,HITEC City Warehouse,17.4435,78.3772,Meeting,Medium,On Time,,2024-02-25,2024-02-25 08:30,2024-02-25 12:00,45,0,Pharmaceuticals,Sunita Rao,
STP-000987,RT-177,Yeshwanthpur Junction,13.0299,77.552,Warehouse,Medium,On Time,,2024-03-19,2024-03-19 13:00,2024-03-19 15:30,30,1921,Perishables,Ramesh Kumar,Temperature controlled
STP-000988,RT-177,Electronic City Hub,12.8399,77.677,Pickup,Medium,Scheduled,,2024-02-09,2024-02-09 07:30,2024-02-09 11:00,10,1885,Pharmaceuticals,Manish Gupta,Call 30 min before arrival
STP-000989,RT-177,Madurai Warehouse,9.9252,78.1198,Meeting,High,Cancelled,,2024-03-02,2024-03-02 11:30,2024-03-02 15:00,45,0,Perishables,Vinod Yadav,High security zone
STP-000990,RT-177,Kurla Sorting Center,19.0728,72.8826,Meeting,Low,On Time,,2024-03-01,2024-03-01 07:30,2024-03-01 11:30,45,0,Perishables,Sunita Rao,Gate closes at 17:00
STP-000991,RT-177,Ambattur Industrial,13.0978,80.1609,Delivery,High,On Time,,2024-01-23,2024-01-23 09:00,2024-01-23 13:00,15,1742,Electronics,Ramesh Kumar,
STP-000992,RT-177,Indore Logistics Hub,22.7196,75.8577,Meeting,High,On Time,,2024-02-05,2024-02-05 08:00,2024-02-05 12:00,45,0,Perishables,Sunita Rao,Parking available
STP-000993,RT-177,Howrah Industrial Hub,22.618,88.3292,Customs,High,Scheduled,,2024-01-02,2024-01-02 12:30,2024-01-02 16:30,60,0,Perishables,Ramesh Kumar,Gate closes at 17:00
STP-000994,RT-178,Hinjewadi Tech Zone,18.5912,73.7389,Delivery,Low,On Time,,2024-02-05,2024-02-05 07:30,2024-02-05 10:00,15,1173,Documents,Neha Desai,Gate closes at 17:00
STP-000995,RT-178,Visakhapatnam Port,17.6868,83.2185,Meeting,Medium,On Time,,2024-01-24,2024-01-24 08:00,2024-01-24 10:00,45,0,Perishables,Ramesh Kumar,Requires forklift
STP-000996,RT-178,Kanpur Industrial,26.4499,80.3319,Warehouse,Medium,Scheduled,,2024-01-11,2024-01-11 12:00,2024-01-11 15:30,30,1325,Documents,Anil Sharma,Requires forklift
STP-000997,RT-178,Patancheru Depot,17.5334,78.2636,Delivery,Medium,On Time,,2024-02-05,2024-02-05 11:00,2024-02-05 13:30,15,1720,FMCG,Vinod Yadav,Temperature controlled
STP-000998,RT-178,Uran Customs Terminal,18.8921,72.9448,Delivery,Medium,Delayed,Weather delay,2024-01-12,2024-01-12 14:30,2024-01-12 17:30,15,1591,Perishables,Manish Gupta,
STP-000999,RT-178,Lucknow Cargo Hub,26.8467,80.9462,Warehouse,Medium,On Time,,2024-03-15,2024-03-15 09:30,2024-03-15 11:00,30,441,Perishables,Deepak Mehta,Parking available
STP-001000,RT-178,Gurgaon Logistics Park,28.4595,77.0266,Meeting,Medium,On Time,,2024-02-13,2024-02-13 11:30,2024-02-13 13:00,45,0,FMCG,Vinod Yadav,Temperature controlled
STP-001001,RT-178,Bhiwandi Mega Depot,19.2979,73.0586,Pickup,High,On Time,,2024-03-25,2024-03-25 08:00,2024-03-25 12:30,10,1211,Pharmaceuticals,Priya Nair,
STP-001002,RT-178,Pune Warehouse Central,18.5204,73.8567,Meeting,Low,On Time,,2024-01-14,2024-01-14 12:30,2024-01-14 16:00,45,0,Auto Parts,Priya Nair,Parking available
STP-001003,RT-178,Ambattur Industrial,13.0978,80.1609,Meeting,High,Scheduled,,2024-01-21,2024-01-21 12:30,2024-01-21 15:00,45,0,Auto Parts,Ravi Krishnan,
STP-001004,RT-178,BKC Corporate HQ,19.0658,72.8692,Meeting,Medium,Delayed,Customer not available,2024-02-01,2024-02-01 13:30,2024-02-01 16:30,45,0,Perishables,Deepak Mehta,High security zone
STP-001005,RT-178,Ranchi Distribution,23.3441,85.3096,Delivery,Low,Scheduled,,2024-01-14,2024-01-14 10:30,2024-01-14 14:30,15,1963,Textiles,Deepak Mehta,Call 30 min before arrival
STP-001006,RT-178,Salt Lake Warehouse,22.5831,88.4177,Delivery,High,On Time,,2024-03-30,2024-03-30 11:00,2024-03-30 15:00,15,692,Documents,Ramesh Kumar,Gate closes at 17:00
STP-001007,RT-178,Nashik Depot,19.9975,73.7898,Delivery,Low,On Time,,2024-02-20,2024-02-20 12:00,2024-02-20 15:30,15,312,FMCG,Amit Tiwari,Requires forklift
STP-001008,RT-178,Chandigarh Distribution,30.7333,76.7794,Delivery,High,On Time,,2024-02-25,2024-02-25 10:00,2024-02-25 12:00,15,1147,Documents,Ravi Krishnan,Parking available
STP-001009,RT-178,Bhopal Central Depot,23.2599,77.4126,Delivery,High,Scheduled,,2024-03-11,2024-03-11 08:30,2024-03-11 11:00,15,1378,Auto Parts,Sunita Rao,
STP-001010,RT-178,Bommanahalli Pickup,12.9133,77.6398,Warehouse,Low,On Time,,2024-01-17,2024-01-17 08:30,2024-01-17 11:00,30,679,Pharmaceuticals,Sunita Rao,
STP-001011,RT-179,Kanpur Industrial,26.4499,80.3319,Meeting,Low,On Time,,2024-03-18,2024-03-18 07:00,2024-03-18 09:00,45,0,Pharmaceuticals,Manish Gupta,Call 30 min before arrival
STP-001012,RT-179,Ludhiana Warehouse,30.901,75.8573,Meeting,Low,On Time,,2024-01-30,2024-01-30 08:00,2024-01-30 12:30,45,0,FMCG,Vinod Yadav,
STP-001013,RT-179,Surat Textile Hub,21.1702,72.8311,Delivery,Medium,On Time,,2024-01-20,2024-01-20 09:30,2024-01-20 12:30,15,1691,Auto Parts,Ramesh Kumar,High security zone
STP-001014,RT-179,Vadodara Depot,22.3072,73.1812,Rest,Medium,Scheduled,,2024-03-28,2024-03-28 09:00,2024-03-28 12:30,20,0,Pharmaceuticals,Arjun Verma,Gate closes at 17:00
STP-001015,RT-179,Rajkot Warehouse,22.3039,70.8022,Meeting,Medium,Delayed,Traffic congestion,2024-02-10,2024-02-10 07:00,2024-02-10 09:30,45,0,Auto Parts,Arjun Verma,
STP-001016,RT-180,Coimbatore Industrial,11.0168,76.9558,Pickup,Low,Cancelled,,2024-02-16,2024-02-16 12:00,2024-02-16 16:00,10,1098,Documents,Deepak Mehta,Gate closes at 17:00
STP-001017,RT-180,Jaipur Logistics Park,26.9124,75.7873,Delivery,Medium,On Time,,2024-03-06,2024-03-06 11:30,2024-03-06 13:30,15,586,Electronics,Suresh Patil,
STP-001018,RT-180,Agra Distribution,27.1767,78.0081,Pickup,High,Scheduled,,2024-02-24,2024-02-24 12:30,2024-02-24 15:30,10,58,Textiles,Vinod Yadav,Requires forklift
STP-001019,RT-180,Lucknow Cargo Hub,26.8467,80.9462,Delivery,Medium,On Time,,2024-02-08,2024-02-08 14:00,2024-02-08 17:00,15,84,Textiles,Neha Desai,
STP-001020,RT-180,Ludhiana Warehouse,30.901,75.8573,Delivery,High,Scheduled,,2024-01-19,2024-01-19 08:30,2024-01-19 10:30,15,717,Auto Parts,Neha Desai,Temperature controlled
STP-001021,RT-180,Madurai Warehouse,9.9252,78.1198,Customs,Low,On Time,,2024-01-10,2024-01-10 14:30,2024-01-10 16:30,60,0,Textiles,Neha Desai,Gate closes at 17:00
STP-001022,RT-180,Visakhapatnam Port,17.6868,83.2185,Pickup,Low,On Time,,2024-03-22,2024-03-22 08:30,2024-03-22 11:30,10,386,Perishables,Vinod Yadav,Gate closes at 17:00
STP-001023,RT-181,Guwahati North Hub,26.1445,91.7362,Rest,Medium,On Time,,2024-01-07,2024-01-07 10:30,2024-01-07 14:30,20,0,Auto Parts,Vinod Yadav,Requires forklift
STP-001024,RT-181,Coimbatore Industrial,11.0168,76.9558,Delivery,Medium,On Time,,2024-03-27,2024-03-27 13:30,2024-03-27 15:30,15,434,Electronics,Ravi Krishnan,
STP-001025,RT-181,Kochi Port Terminal,9.9312,76.2673,Meeting,Medium,On Time,,2024-03-22,2024-03-22 14:30,2024-03-22 18:00,45,0,Electronics,Neha Desai,Parking available
STP-001026,RT-181,Bhubaneswar Depot,20.2961,85.8245,Delivery,Medium,On Time,,2024-02-23,2024-02-23 14:30,2024-02-23 18:30,15,1152,Electronics,Priya Nair,Parking available
STP-001027,RT-181,Madurai Warehouse,9.9252,78.1198,Delivery,Low,Delayed,Weather delay,2024-03-04,2024-03-04 09:00,2024-03-04 12:00,15,835,Electronics,Arjun Verma,Gate closes at 17:00
STP-001028,RT-182,Raipur Warehouse,21.2514,81.6296,Warehouse,Medium,On Time,,2024-02-10,2024-02-10 11:30,2024-02-10 14:30,30,1289,Textiles,Rajesh Singh,Parking available
STP-001029,RT-182,Aurangabad Hub,19.8762,75.3433,Meeting,Medium,On Time,,2024-03-12,2024-03-12 07:30,2024-03-12 10:00,45,0,Textiles,Rajesh Singh,
STP-001030,RT-182,Indore Logistics Hub,22.7196,75.8577,Meeting,Low,Delayed,Vehicle breakdown,2024-01-28,2024-01-28 08:00,2024-01-28 11:00,45,0,Documents,Rajesh Singh,
STP-001031,RT-182,Bhubaneswar Depot,20.2961,85.8245,Meeting,Medium,Scheduled,,2024-03-17,2024-03-17 10:30,2024-03-17 13:30,45,0,Perishables,Suresh Patil,Parking available
STP-001032,RT-182,Patna Cargo Center,25.5941,85.1376,Pickup,Medium,Scheduled,,2024-03-04,2024-03-04 10:30,2024-03-04 13:30,10,930,FMCG,Amit Tiwari,Requires forklift
STP-001033,RT-183,Indore Logistics Hub,22.7196,75.8577,Warehouse,Medium,On Time,,2024-03-15,2024-03-15 08:30,2024-03-15 11:30,30,1313,Electronics,Santosh Reddy,Temperature controlled
STP-001034,RT-183,Uran Customs Terminal,18.8921,72.9448,Delivery,Medium,On Time,,2024-03-14,2024-03-14 08:30,2024-03-14 12:00,15,521,FMCG,Santosh Reddy,
STP-001035,RT-183,Dadar Warehouse,19.0178,72.8478,Meeting,Low,Scheduled,,2024-03-17,2024-03-17 07:30,2024-03-17 11:00,45,0,FMCG,Kavita Joshi,Parking available
STP-001036,RT-183,Panvel Port Gate,18.9894,73.1175,Warehouse,Medium,On Time,,2024-01-26,2024-01-26 14:30,2024-01-26 18:00,30,1841,Electronics,Anil Sharma,
STP-001037,RT-183,Bhiwandi Mega Depot,19.2979,73.0586,Pickup,Medium,Scheduled,,2024-01-23,2024-01-23 14:30,2024-01-23 16:00,10,1725,Pharmaceuticals,Sunita Rao,Requires forklift
STP-001038,RT-184,Mulund Cold Storage,19.1726,72.9559,Warehouse,Low,On Time,,2024-03-18,2024-03-18 08:00,2024-03-18 12:30,30,1496,Electronics,Vinod Yadav,
STP-001039,RT-184,Lonavala Transit Stop,18.7515,73.4061,Warehouse,Low,Scheduled,,2024-02-21,2024-02-21 07:30,2024-02-21 10:30,30,222,FMCG,Sunita Rao,High security zone
STP-001040,RT-184,Pune Warehouse Central,18.5204,73.8567,Warehouse,Medium,Delayed,Vehicle breakdown,2024-01-22,2024-01-22 08:30,2024-01-22 12:30,30,1879,FMCG,Ravi Krishnan,
STP-001041,RT-184,Andheri Distribution Hub,19.1196,72.8464,Delivery,High,On Time,,2024-03-03,2024-03-03 08:00,2024-03-03 11:30,15,1421,Auto Parts,Priya Nair,
STP-001042,RT-184,Dadar Warehouse,19.0178,72.8478,Meeting,Medium,On Time,,2024-01-19,2024-01-19 07:30,2024-01-19 09:00,45,0,Pharmaceuticals,Santosh Reddy,Parking available
STP-001043,RT-184,Hadapsar Export Unit,18.5089,73.9259,Warehouse,Medium,Delayed,Customs hold,2024-03-22,2024-03-22 09:30,2024-03-22 13:30,30,613,FMCG,Neha Desai,Requires forklift
STP-001044,RT-184,Kurla Sorting Center,19.0728,72.8826,Delivery,Medium,Scheduled,,2024-03-22,2024-03-22 13:00,2024-03-22 16:00,15,1204,Pharmaceuticals,Rajesh Singh,Call 30 min before arrival
STP-001045,RT-184,Panvel Port Gate,18.9894,73.1175,Delivery,Low,Delayed,Document missing,2024-03-20,2024-03-20 13:00,2024-03-20 16:30,15,1756,Textiles,Priya Nair,Parking available
STP-001046,RT-184,Pimpri Depot,18.6298,73.7997,Pickup,Low,Scheduled,,2024-03-02,2024-03-02 09:00,2024-03-02 13:30,10,39,Perishables,Suresh Patil,Parking available
STP-001047,RT-184,Uran Customs Terminal,18.8921,72.9448,Delivery,Medium,On Time,,2024-03-18,2024-03-18 09:00,2024-03-18 12:00,15,950,Textiles,Amit Tiwari,Call 30 min before arrival
STP-001048,RT-184,Thane Depot,19.2183,72.9781,Warehouse,Low,On Time,,2024-01-26,2024-01-26 10:30,2024-01-26 14:00,30,212,Pharmaceuticals,Manish Gupta,Gate closes at 17:00
STP-001049,RT-184,Kalyan Junction,19.2403,73.1305,Delivery,Low,On Time,,2024-02-27,2024-02-27 08:00,2024-02-27 10:00,15,1524,FMCG,Neha Desai,Temperature controlled
STP-001050,RT-185,Yeshwanthpur Junction,13.0299,77.552,Pickup,High,On Time,,2024-03-15,2024-03-15 10:30,2024-03-15 12:30,10,1815,Documents,Ramesh Kumar,Parking available
STP-001051,RT-185,Noida Distribution Center,28.5355,77.391,Warehouse,High,On Time,,2024-02-26,2024-02-26 14:00,2024-02-26 16:30,30,1120,Textiles,Anil Sharma,
STP-001052,RT-185,Hadapsar Export Unit,18.5089,73.9259,Delivery,High,Cancelled,,2024-02-26,2024-02-26 13:00,2024-02-26 15:30,15,525,Documents,Deepak Mehta,High security zone
STP-001053,RT-185,Pune Warehouse Central,18.5204,73.8567,Pickup,High,Scheduled,,2024-02-06,2024-02-06 14:30,2024-02-06 18:30,10,519,Pharmaceuticals,Vinod Yadav,High security zone
STP-001054,RT-185,Lonavala Transit Stop,18.7515,73.4061,Meeting,High,On Time,,2024-01-01,2024-01-01 09:30,2024-01-01 12:30,45,0,FMCG,Suresh Patil,
STP-001055,RT-185,Ghaziabad Cold Chain,28.6692,77.4538,Meeting,High,Scheduled,,2024-03-22,2024-03-22 14:00,2024-03-22 17:00,45,0,Documents,Anil Sharma,Temperature controlled
STP-001056,RT-185,Delhi Cargo Terminal,28.5562,77.1,Delivery,Medium,Delayed,Vehicle breakdown,2024-03-28,2024-03-28 14:30,2024-03-28 16:00,15,673,FMCG,Anil Sharma,
STP-001057,RT-185,Faridabad Warehouse,28.4089,77.3178,Warehouse,Low,Scheduled,,2024-03-07,2024-03-07 09:30,2024-03-07 12:30,30,561,FMCG,Amit Tiwari,High security zone
STP-001058,RT-185,Hinjewadi Tech Zone,18.5912,73.7389,Pickup,Low,Delayed,Driver illness,2024-01-19,2024-01-19 11:30,2024-01-19 14:30,10,1536,Pharmaceuticals,Kavita Joshi,High security zone
STP-001059,RT-185,Connaught Place Hub,28.6315,77.2167,Pickup,Medium,On Time,,2024-02-21,2024-02-21 13:00,2024-02-21 15:30,10,1659,FMCG,Kavita Joshi,High security zone
STP-001060,RT-185,Gurgaon Logistics Park,28.4595,77.0266,Delivery,Low,On Time,,2024-02-02,2024-02-02 10:30,2024-02-02 14:30,15,885,Documents,Deepak Mehta,Parking available
STP-001061,RT-185,Pimpri Depot,18.6298,73.7997,Meeting,Low,On Time,,2024-03-05,2024-03-05 10:30,2024-03-05 14:30,45,0,FMCG,Rajesh Singh,Parking available
STP-001062,RT-186,Lucknow Cargo Hub,26.8467,80.9462,Delivery,Medium,On Time,,2024-03-01,2024-03-01 11:00,2024-03-01 13:00,15,1597,Perishables,Deepak Mehta,Requires forklift
STP-001063,RT-186,Madhavaram Depot,13.1499,80.2318,Customs,Medium,On Time,,2024-01-12,2024-01-12 10:30,2024-01-12 14:00,60,0,Textiles,Ravi Krishnan,High security zone
STP-001064,RT-186,Raipur Warehouse,21.2514,81.6296,Meeting,Low,Scheduled,,2024-01-09,2024-01-09 07:30,2024-01-09 09:30,45,0,Auto Parts,Neha Desai,Temperature controlled
STP-001065,RT-186,Nashik Depot,19.9975,73.7898,Delivery,Medium,On Time,,2024-02-12,2024-02-12 14:00,2024-02-12 17:30,15,1541,Electronics,Rajesh Singh,Gate closes at 17:00
STP-001066,RT-186,Dankuni Distribution,22.6748,88.2731,Meeting,Medium,On Time,,2024-03-08,2024-03-08 14:00,2024-03-08 16:30,45,0,Auto Parts,Ramesh Kumar,Parking available
STP-001067,RT-186,Aurangabad Hub,19.8762,75.3433,Warehouse,Medium,Cancelled,,2024-01-09,2024-01-09 12:00,2024-01-09 16:00,30,1608,Electronics,Manish Gupta,Requires forklift
STP-001068,RT-186,BKC Corporate HQ,19.0658,72.8692,Warehouse,Low,Scheduled,,2024-02-29,2024-02-29 08:00,2024-02-29 12:00,30,892,Documents,Vinod Yadav,
STP-001069,RT-186,Coimbatore Industrial,11.0168,76.9558,Pickup,Low,Delayed,Weather delay,2024-02-12,2024-02-12 09:00,2024-02-12 13:00,10,939,Textiles,Ravi Krishnan,
STP-001070,RT-186,Rajkot Warehouse,22.3039,70.8022,Customs,Medium,On Time,,2024-03-20,2024-03-20 11:30,2024-03-20 13:00,60,0,Pharmaceuticals,Deepak Mehta,Requires forklift
STP-001071,RT-186,Peenya Industrial Depot,13.0283,77.518,Delivery,Medium,Scheduled,,2024-02-28,2024-02-28 12:00,2024-02-28 16:30,15,1474,Documents,Santosh Reddy,Requires forklift
STP-001072,RT-186,Chandigarh Distribution,30.7333,76.7794,Delivery,High,Scheduled,,2024-01-13,2024-01-13 11:00,2024-01-13 13:00,15,1116,Pharmaceuticals,Suresh Patil,Parking available
STP-001073,RT-186,Ludhiana Warehouse,30.901,75.8573,Customs,Low,Cancelled,,2024-02-08,2024-02-08 10:00,2024-02-08 12:30,60,0,FMCG,Amit Tiwari,Temperature controlled
STP-001074,RT-186,HITEC City Warehouse,17.4435,78.3772,Warehouse,High,Scheduled,,2024-02-18,2024-02-18 14:00,2024-02-18 16:30,30,1759,Perishables,Anil Sharma,
STP-001075,RT-186,Lonavala Transit Stop,18.7515,73.4061,Delivery,Medium,Cancelled,,2024-02-18,2024-02-18 10:00,2024-02-18 12:00,15,1047,Textiles,Neha Desai,Gate closes at 17:00
STP-001076,RT-186,Gurgaon Logistics Park,28.4595,77.0266,Delivery,Medium,On Time,,2024-03-18,2024-03-18 14:30,2024-03-18 18:30,15,440,Electronics,Ravi Krishnan,Parking available
STP-001077,RT-186,Salt Lake Warehouse,22.5831,88.4177,Pickup,Medium,On Time,,2024-01-01,2024-01-01 14:30,2024-01-01 16:30,10,1766,Electronics,Priya Nair,Parking available
STP-001078,RT-186,Indore Logistics Hub,22.7196,75.8577,Customs,Low,Delayed,Driver illness,2024-02-08,2024-02-08 13:00,2024-02-08 17:00,60,0,Auto Parts,Amit Tiwari,
STP-001079,RT-186,Bhubaneswar Depot,20.2961,85.8245,Delivery,Low,Delayed,Vehicle breakdown,2024-01-19,2024-01-19 12:00,2024-01-19 14:00,15,1072,FMCG,Rajesh Singh,
STP-001080,RT-186,Thane Depot,19.2183,72.9781,Warehouse,High,Delayed,Driver illness,2024-03-25,2024-03-25 10:30,2024-03-25 14:30,30,332,Auto Parts,Rajesh Singh,Requires forklift
STP-001081,RT-186,Kurla Sorting Center,19.0728,72.8826,Customs,Low,On Time,,2024-01-15,2024-01-15 09:00,2024-01-15 12:00,60,0,Pharmaceuticals,Deepak Mehta,Parking available
STP-001082,RT-186,Visakhapatnam Port,17.6868,83.2185,Customs,Medium,Scheduled,,2024-01-04,2024-01-04 12:30,2024-01-04 14:00,60,0,Electronics,Neha Desai,Requires forklift
STP-001083,RT-186,Surat Textile Hub,21.1702,72.8311,Customs,High,On Time,,2024-03-08,2024-03-08 13:00,2024-03-08 17:00,60,0,Pharmaceuticals,Amit Tiwari,Temperature controlled
STP-001084,RT-186,Ghaziabad Cold Chain,28.6692,77.4538,Delivery,Low,On Time,,2024-02-29,2024-02-29 08:30,2024-02-29 11:30,15,1245,Documents,Arjun Verma,Call 30 min before arrival
STP-001085,RT-187,Bommanahalli Pickup,12.9133,77.6398,Delivery,Medium,On Time,,2024-03-04,2024-03-04 08:00,2024-03-04 11:00,15,275,Documents,Rajesh Singh,Temperature controlled
STP-001086,RT-187,Sriperumbudur Hub,12.9674,79.9482,Meeting,Low,On Time,,2024-03-19,2024-03-19 13:00,2024-03-19 16:00,45,0,FMCG,Neha Desai,High security zone
STP-001087,RT-187,Yeshwanthpur Junction,13.0299,77.552,Delivery,Low,Delayed,Document missing,2024-02-11,2024-02-11 11:30,2024-02-11 13:30,15,1518,Documents,Ramesh Kumar,
STP-001088,RT-187,Peenya Industrial Depot,13.0283,77.518,Meeting,Low,On Time,,2024-01-19,2024-01-19 09:00,2024-01-19 11:00,45,0,Pharmaceuticals,Ramesh Kumar,
STP-001089,RT-187,Electronic City Hub,12.8399,77.677,Pickup,Medium,On Time,,2024-01-28,2024-01-28 13:30,2024-01-28 16:30,10,251,Perishables,Vinod Yadav,Parking available
STP-001090,RT-188,Ghaziabad Cold Chain,28.6692,77.4538,Delivery,Medium,Scheduled,,2024-03-11,2024-03-11 08:30,2024-03-11 10:00,15,638,Auto Parts,Deepak Mehta,Gate closes at 17:00
STP-001091,RT-188,HITEC City Warehouse,17.4435,78.3772,Rest,Low,Scheduled,,2024-03-06,2024-03-06 09:00,2024-03-06 12:00,20,0,FMCG,Ravi Krishnan,Call 30 min before arrival
STP-001092,RT-188,Connaught Place Hub,28.6315,77.2167,Delivery,Low,On Time,,2024-03-08,2024-03-08 09:00,2024-03-08 13:30,15,1430,Textiles,Rajesh Singh,Parking available
STP-001093,RT-188,Uppal Distribution,17.4062,78.5604,Delivery,Medium,On Time,,2024-01-20,2024-01-20 10:30,2024-01-20 14:00,15,1974,Auto Parts,Vinod Yadav,
STP-001094,RT-188,Sriperumbudur Hub,12.9674,79.9482,Customs,Low,On Time,,2024-02-11,2024-02-11 14:00,2024-02-11 17:30,60,0,Pharmaceuticals,Neha Desai,High security zone
STP-001095,RT-188,Nagpur Cold Chain,21.1458,79.0882,Delivery,Low,On Time,,2024-02-22,2024-02-22 08:00,2024-02-22 10:00,15,338,Documents,Ravi Krishnan,Temperature controlled
STP-001096,RT-188,Ambattur Industrial,13.0978,80.1609,Pickup,High,Scheduled,,2024-03-16,2024-03-16 13:00,2024-03-16 16:00,10,154,FMCG,Vinod Yadav,Requires forklift
STP-001097,RT-188,Patancheru Depot,17.5334,78.2636,Customs,High,Scheduled,,2024-02-26,2024-02-26 09:00,2024-02-26 11:30,60,0,Electronics,Arjun Verma,Gate closes at 17:00
STP-001098,RT-188,Shamshabad Cargo,17.2403,78.4294,Pickup,Medium,Scheduled,,2024-03-25,2024-03-25 14:30,2024-03-25 16:30,10,1118,Perishables,Santosh Reddy,
STP-001099,RT-188,Chennai Port Logistics,13.0967,80.29,Delivery,Low,On Time,,2024-01-06,2024-01-06 12:30,2024-01-06 15:30,15,965,Auto Parts,Santosh Reddy,Requires forklift
